record_id,timestamp,date,day_of_week,hour_of_day,month,location,vehicle_type,weather,event_type,total_slots,occupied_slots,available_slots,occupancy_rate,traffic_level,price_per_hour_inr,demand_level
634,2025-03-21 03:00:00,2025-03-21,4,3,3,OMR-Perungudi,Car,Clear,Festival,40,25,15,0.625,Medium,35.75,Medium
635,2025-03-21 06:00:00,2025-03-21,4,6,3,Adyar,SUV,Clear,None,60,16,44,0.267,Low,28.57,Low
636,2025-03-21 09:00:00,2025-03-21,4,9,3,Koyambedu,Bike,Rain,None,30,16,14,0.533,Low,35.83,Low
637,2025-03-21 12:00:00,2025-03-21,4,12,3,Tambaram,Bike,Cloudy,None,40,18,22,0.45,Low,28.03,Low
638,2025-03-21 15:00:00,2025-03-21,4,15,3,Tambaram,Car,Cloudy,None,80,31,49,0.388,Low,26.95,Low
639,2025-03-21 18:00:00,2025-03-21,4,18,3,T Nagar,Car,Clear,None,80,40,40,0.5,Low,28.94,Low
640,2025-03-21 21:00:00,2025-03-21,4,21,3,T Nagar,SUV,Cloudy,None,60,17,43,0.283,Low,24.98,Low
641,2025-03-22 00:00:00,2025-03-22,5,0,3,Guindy,SUV,Clear,None,60,30,30,0.5,Low,30.51,Low
642,2025-03-22 03:00:00,2025-03-22,5,3,3,OMR-Perungudi,Car,Clear,None,80,53,27,0.662,Medium,36.73,Medium
643,2025-03-22 06:00:00,2025-03-22,5,6,3,OMR-Perungudi,Bike,Clear,Sale,40,28,12,0.7,Medium,37.68,Medium
644,2025-03-22 09:00:00,2025-03-22,5,9,3,Guindy,SUV,Cloudy,None,80,55,25,0.688,Medium,34.04,Medium
645,2025-03-22 12:00:00,2025-03-22,5,12,3,Velachery,Car,Cloudy,None,50,27,23,0.54,Low,31.21,Low
646,2025-03-22 15:00:00,2025-03-22,5,15,3,T Nagar,Bike,Clear,None,40,20,20,0.5,Low,29.15,Low
647,2025-03-22 18:00:00,2025-03-22,5,18,3,Koyambedu,SUV,Cloudy,None,80,48,32,0.6,Medium,36.84,Medium
648,2025-03-22 21:00:00,2025-03-22,5,21,3,Anna Nagar,Car,Clear,None,30,16,14,0.533,Low,32.41,Low
649,2025-03-23 00:00:00,2025-03-23,6,0,3,Anna Nagar,SUV,Clear,Sale,60,43,17,0.717,Medium,36.09,Medium
650,2025-03-23 03:00:00,2025-03-23,6,3,3,Porur,Bike,Cloudy,None,40,25,15,0.625,Medium,37.3,Medium
651,2025-03-23 06:00:00,2025-03-23,6,6,3,Velachery,SUV,Clear,None,30,20,10,0.667,Medium,33.81,Medium
652,2025-03-23 09:00:00,2025-03-23,6,9,3,Velachery,Car,Clear,None,50,44,6,0.88,High,37.45,High
653,2025-03-23 12:00:00,2025-03-23,6,12,3,Mylapore,SUV,Clear,None,60,31,29,0.517,Low,32.07,Low
654,2025-03-23 15:00:00,2025-03-23,6,15,3,Anna Nagar,SUV,Cloudy,None,50,24,26,0.48,Low,31.34,Low
655,2025-03-23 18:00:00,2025-03-23,6,18,3,Velachery,Car,Clear,Festival,40,39,1,0.975,High,39.52,High
656,2025-03-23 21:00:00,2025-03-23,6,21,3,Adyar,Car,Clear,None,30,16,14,0.533,Low,34.07,Low
657,2025-03-24 00:00:00,2025-03-24,0,0,3,Anna Nagar,SUV,Rain,None,30,13,17,0.433,Low,30.54,Low
658,2025-03-24 03:00:00,2025-03-24,0,3,3,Guindy,SUV,Clear,None,40,14,26,0.35,Low,27.58,Low
659,2025-03-24 06:00:00,2025-03-24,0,6,3,Tambaram,Car,Clear,Weekend,50,24,26,0.48,Low,28.75,Low
660,2025-03-24 09:00:00,2025-03-24,0,9,3,OMR-Perungudi,SUV,Clear,Weekend,100,71,29,0.71,Medium,37.66,Medium
661,2025-03-24 12:00:00,2025-03-24,0,12,3,T Nagar,Bike,Clear,None,60,18,42,0.3,Low,25.47,Low
662,2025-03-24 15:00:00,2025-03-24,0,15,3,Porur,Bike,Clear,None,50,15,35,0.3,Low,30.62,Low
663,2025-03-24 18:00:00,2025-03-24,0,18,3,Adyar,SUV,Clear,None,50,30,20,0.6,Medium,35.37,Medium
664,2025-03-24 21:00:00,2025-03-24,0,21,3,Adyar,Car,Rain,None,60,23,37,0.383,Low,31.0,Low
665,2025-03-25 00:00:00,2025-03-25,1,0,3,OMR-Perungudi,Car,Rain,None,40,15,25,0.375,Low,30.72,Low
666,2025-03-25 03:00:00,2025-03-25,1,3,3,Adyar,Car,Cloudy,None,80,31,49,0.388,Low,31.04,Low
667,2025-03-25 06:00:00,2025-03-25,1,6,3,Tambaram,SUV,Clear,Festival,30,19,11,0.633,Medium,31.33,Medium
668,2025-03-25 09:00:00,2025-03-25,1,9,3,Porur,Bike,Rain,None,30,24,6,0.8,High,41.29,High
669,2025-03-25 12:00:00,2025-03-25,1,12,3,Mylapore,Bike,Clear,Sale,30,10,20,0.333,Low,28.69,Low
670,2025-03-25 15:00:00,2025-03-25,1,15,3,Velachery,SUV,Rain,Weekend,30,19,11,0.633,Medium,33.05,Medium
671,2025-03-25 18:00:00,2025-03-25,1,18,3,Guindy,SUV,Clear,Weekend,100,82,18,0.82,High,36.49,High
672,2025-03-25 21:00:00,2025-03-25,1,21,3,Velachery,Bike,Clear,None,80,15,65,0.188,Low,24.48,Low
673,2025-03-26 00:00:00,2025-03-26,2,0,3,Velachery,Car,Clear,None,80,26,54,0.325,Low,27.1,Low
674,2025-03-26 03:00:00,2025-03-26,2,3,3,Adyar,Bike,Clear,None,50,16,34,0.32,Low,29.63,Low
675,2025-03-26 06:00:00,2025-03-26,2,6,3,Tambaram,Car,Clear,None,50,12,38,0.24,Low,24.27,Low
676,2025-03-26 09:00:00,2025-03-26,2,9,3,Anna Nagar,Bike,Clear,None,80,43,37,0.537,Low,32.65,Low
677,2025-03-26 12:00:00,2025-03-26,2,12,3,Mylapore,Car,Clear,None,50,13,37,0.26,Low,27.17,Low
678,2025-03-26 15:00:00,2025-03-26,2,15,3,Mylapore,Car,Rain,None,50,29,21,0.58,Medium,33.29,Medium
679,2025-03-26 18:00:00,2025-03-26,2,18,3,Anna Nagar,SUV,Cloudy,None,100,70,30,0.7,Medium,35.96,Medium
680,2025-03-26 21:00:00,2025-03-26,2,21,3,T Nagar,Car,Clear,Weekend,40,23,17,0.575,Medium,30.29,Medium
681,2025-03-27 00:00:00,2025-03-27,3,0,3,Adyar,Bike,Clear,None,50,20,30,0.4,Low,31.44,Low
682,2025-03-27 03:00:00,2025-03-27,3,3,3,Porur,Bike,Clear,None,40,10,30,0.25,Low,29.61,Low
683,2025-03-27 06:00:00,2025-03-27,3,6,3,OMR-Perungudi,Car,Clear,None,100,31,69,0.31,Low,29.38,Low
684,2025-03-27 09:00:00,2025-03-27,3,9,3,Anna Nagar,Car,Cloudy,None,30,20,10,0.667,Medium,35.25,Medium
685,2025-03-27 12:00:00,2025-03-27,3,12,3,Anna Nagar,SUV,Clear,Weekend,40,15,25,0.375,Low,29.37,Low
686,2025-03-27 15:00:00,2025-03-27,3,15,3,Velachery,Car,Rain,None,80,39,41,0.487,Low,30.21,Low
687,2025-03-27 18:00:00,2025-03-27,3,18,3,T Nagar,Car,Cloudy,None,30,18,12,0.6,Medium,30.99,Medium
688,2025-03-27 21:00:00,2025-03-27,3,21,3,Velachery,Car,Rain,None,50,20,30,0.4,Low,28.56,Low
689,2025-03-28 00:00:00,2025-03-28,4,0,3,Anna Nagar,Bike,Cloudy,None,80,35,45,0.438,Low,30.65,Low
690,2025-03-28 03:00:00,2025-03-28,4,3,3,T Nagar,Car,Clear,None,60,23,37,0.383,Low,26.94,Low
691,2025-03-28 06:00:00,2025-03-28,4,6,3,Anna Nagar,Car,Rain,None,50,20,30,0.4,Low,29.94,Low
692,2025-03-28 09:00:00,2025-03-28,4,9,3,Koyambedu,Bike,Cloudy,None,80,58,22,0.725,Medium,39.61,Medium
693,2025-03-28 12:00:00,2025-03-28,4,12,3,Guindy,Bike,Clear,None,80,21,59,0.263,Low,25.98,Low
694,2025-03-28 15:00:00,2025-03-28,4,15,3,Anna Nagar,SUV,Rain,None,60,29,31,0.483,Low,31.49,Low
695,2025-03-28 18:00:00,2025-03-28,4,18,3,Adyar,Car,Clear,Sale,100,85,15,0.85,High,40.54,High
696,2025-03-28 21:00:00,2025-03-28,4,21,3,Guindy,Bike,Clear,None,100,33,67,0.33,Low,27.15,Low
697,2025-03-29 00:00:00,2025-03-29,5,0,3,Tambaram,Car,Clear,None,80,44,36,0.55,Medium,30.01,Medium
698,2025-03-29 03:00:00,2025-03-29,5,3,3,T Nagar,Bike,Clear,None,50,21,29,0.42,Low,27.74,Low
699,2025-03-29 06:00:00,2025-03-29,5,6,3,T Nagar,Car,Cloudy,None,60,38,22,0.633,Medium,31.41,Medium
700,2025-03-29 09:00:00,2025-03-29,5,9,3,Anna Nagar,SUV,Clear,None,30,23,7,0.767,Medium,37.15,Medium
701,2025-03-29 12:00:00,2025-03-29,5,12,3,T Nagar,Bike,Rain,None,40,23,17,0.575,Medium,30.23,Medium
702,2025-03-29 15:00:00,2025-03-29,5,15,3,Tambaram,SUV,Clear,None,40,25,15,0.625,Medium,31.05,Medium
703,2025-03-29 18:00:00,2025-03-29,5,18,3,Tambaram,SUV,Cloudy,None,80,60,20,0.75,Medium,33.57,Medium
704,2025-03-29 21:00:00,2025-03-29,5,21,3,Koyambedu,Bike,Clear,None,40,17,23,0.425,Low,33.01,Low
705,2025-03-30 00:00:00,2025-03-30,6,0,3,OMR-Perungudi,Car,Clear,None,50,20,30,0.4,Low,31.39,Low
706,2025-03-30 03:00:00,2025-03-30,6,3,3,Adyar,Car,Clear,None,80,46,34,0.575,Medium,34.97,Medium
707,2025-03-30 06:00:00,2025-03-30,6,6,3,Tambaram,SUV,Clear,None,80,34,46,0.425,Low,27.7,Low
708,2025-03-30 09:00:00,2025-03-30,6,9,3,Anna Nagar,SUV,Clear,None,50,46,4,0.92,High,40.22,High
709,2025-03-30 12:00:00,2025-03-30,6,12,3,Anna Nagar,Car,Rain,Weekend,30,17,13,0.567,Medium,33.16,Medium
710,2025-03-30 15:00:00,2025-03-30,6,15,3,Tambaram,Car,Clear,Weekend,100,79,21,0.79,Medium,34.14,Medium
711,2025-03-30 18:00:00,2025-03-30,6,18,3,Tambaram,SUV,Rain,None,50,44,6,0.88,High,35.78,High
712,2025-03-30 21:00:00,2025-03-30,6,21,3,Guindy,Car,Cloudy,Sale,100,75,25,0.75,Medium,35.22,Medium
713,2025-03-31 00:00:00,2025-03-31,0,0,3,OMR-Perungudi,Bike,Cloudy,Weekend,100,46,54,0.46,Low,32.45,Low
714,2025-03-31 03:00:00,2025-03-31,0,3,3,Adyar,Bike,Clear,None,100,38,62,0.38,Low,30.91,Low
715,2025-03-31 06:00:00,2025-03-31,0,6,3,Porur,SUV,Clear,None,40,14,26,0.35,Low,31.49,Low
716,2025-03-31 09:00:00,2025-03-31,0,9,3,Koyambedu,SUV,Cloudy,Weekend,60,50,10,0.833,High,42.11,High
717,2025-03-31 12:00:00,2025-03-31,0,12,3,T Nagar,SUV,Rain,None,40,18,22,0.45,Low,27.9,Low
718,2025-03-31 15:00:00,2025-03-31,0,15,3,Adyar,Car,Rain,None,100,44,56,0.44,Low,32.15,Low
719,2025-03-31 18:00:00,2025-03-31,0,18,3,Tambaram,Bike,Clear,None,100,57,43,0.57,Medium,30.28,Medium
720,2025-03-31 21:00:00,2025-03-31,0,21,3,Anna Nagar,SUV,Clear,Weekend,100,47,53,0.47,Low,31.22,Low
721,2025-04-01 00:00:00,2025-04-01,1,0,4,Tambaram,SUV,Clear,None,60,22,38,0.367,Low,26.74,Low
722,2025-04-01 03:00:00,2025-04-01,1,3,4,Velachery,Car,Clear,None,50,11,39,0.22,Low,25.03,Low
723,2025-04-01 06:00:00,2025-04-01,1,6,4,T Nagar,Car,Clear,None,60,15,45,0.25,Low,24.36,Low
724,2025-04-01 09:00:00,2025-04-01,1,9,4,Guindy,Bike,Clear,Weekend,60,47,13,0.783,Medium,35.73,Medium
725,2025-04-01 12:00:00,2025-04-01,1,12,4,Velachery,SUV,Clear,Festival,60,40,20,0.667,Medium,33.54,Medium
726,2025-04-01 15:00:00,2025-04-01,1,15,4,Adyar,Car,Cloudy,None,40,15,25,0.375,Low,30.56,Low
727,2025-04-01 18:00:00,2025-04-01,1,18,4,Porur,Car,Rain,None,30,20,10,0.667,Medium,38.72,Medium
728,2025-04-01 21:00:00,2025-04-01,1,21,4,Tambaram,Car,Clear,Weekend,40,20,20,0.5,Low,28.96,Low
729,2025-04-02 00:00:00,2025-04-02,2,0,4,OMR-Perungudi,Bike,Rain,None,30,12,18,0.4,Low,31.01,Low
730,2025-04-02 03:00:00,2025-04-02,2,3,4,T Nagar,Bike,Clear,Weekend,60,24,36,0.4,Low,27.34,Low
731,2025-04-02 06:00:00,2025-04-02,2,6,4,Anna Nagar,Car,Clear,None,30,11,19,0.367,Low,29.24,Low
732,2025-04-02 09:00:00,2025-04-02,2,9,4,Guindy,SUV,Rain,None,100,60,40,0.6,Medium,32.37,Medium
733,2025-04-02 12:00:00,2025-04-02,2,12,4,Porur,Car,Clear,None,100,38,62,0.38,Low,32.27,Low
734,2025-04-02 15:00:00,2025-04-02,2,15,4,Guindy,Car,Clear,None,80,17,63,0.212,Low,25.04,Low
735,2025-04-02 18:00:00,2025-04-02,2,18,4,Tambaram,SUV,Clear,None,30,20,10,0.667,Medium,32.28,Medium
736,2025-04-02 21:00:00,2025-04-02,2,21,4,Koyambedu,Car,Clear,None,60,23,37,0.383,Low,32.38,Low
737,2025-04-03 00:00:00,2025-04-03,3,0,4,Porur,Bike,Clear,None,30,11,19,0.367,Low,32.0,Low
738,2025-04-03 03:00:00,2025-04-03,3,3,4,Mylapore,SUV,Clear,Weekend,60,33,27,0.55,Low,32.86,Low
739,2025-04-03 06:00:00,2025-04-03,3,6,4,OMR-Perungudi,Bike,Rain,None,60,34,26,0.567,Medium,34.66,Medium
740,2025-04-03 09:00:00,2025-04-03,3,9,4,Anna Nagar,Bike,Clear,None,60,41,19,0.683,Medium,35.49,Medium
741,2025-04-03 12:00:00,2025-04-03,3,12,4,Adyar,SUV,Clear,None,50,10,40,0.2,Low,27.2,Low
742,2025-04-03 15:00:00,2025-04-03,3,15,4,Velachery,Bike,Cloudy,None,30,8,22,0.267,Low,26.25,Low
743,2025-04-03 18:00:00,2025-04-03,3,18,4,Koyambedu,SUV,Cloudy,None,40,23,17,0.575,Medium,36.53,Medium
744,2025-04-03 21:00:00,2025-04-03,3,21,4,Guindy,SUV,Rain,None,80,35,45,0.438,Low,29.17,Low
745,2025-04-04 00:00:00,2025-04-04,4,0,4,Adyar,SUV,Clear,None,60,23,37,0.383,Low,31.1,Low
746,2025-04-04 03:00:00,2025-04-04,4,3,4,T Nagar,SUV,Clear,None,80,23,57,0.287,Low,25.25,Low
747,2025-04-04 06:00:00,2025-04-04,4,6,4,Koyambedu,Car,Cloudy,None,40,16,24,0.4,Low,32.53,Low
748,2025-04-04 09:00:00,2025-04-04,4,9,4,Anna Nagar,Bike,Clear,Weekend,40,26,14,0.65,Medium,35.06,Medium
749,2025-04-04 12:00:00,2025-04-04,4,12,4,Velachery,SUV,Rain,None,100,38,62,0.38,Low,28.2,Low
750,2025-04-04 15:00:00,2025-04-04,4,15,4,Anna Nagar,Car,Rain,None,80,25,55,0.312,Low,28.29,Low
751,2025-04-04 18:00:00,2025-04-04,4,18,4,Velachery,Bike,Clear,None,60,32,28,0.533,Low,30.94,Low
752,2025-04-04 21:00:00,2025-04-04,4,21,4,OMR-Perungudi,SUV,Clear,Weekend,60,22,38,0.367,Low,30.49,Low
753,2025-04-05 00:00:00,2025-04-05,5,0,4,Koyambedu,Bike,Clear,None,80,36,44,0.45,Low,33.76,Low
754,2025-04-05 03:00:00,2025-04-05,5,3,4,Anna Nagar,Car,Clear,None,40,25,15,0.625,Medium,34.16,Medium
755,2025-04-05 06:00:00,2025-04-05,5,6,4,Velachery,SUV,Cloudy,Festival,80,63,17,0.787,Medium,35.82,Medium
756,2025-04-05 09:00:00,2025-04-05,5,9,4,Tambaram,SUV,Cloudy,None,60,59,1,0.983,High,37.64,High
757,2025-04-05 12:00:00,2025-04-05,5,12,4,Koyambedu,Car,Clear,None,60,34,26,0.567,Medium,36.3,Medium
758,2025-04-05 15:00:00,2025-04-05,5,15,4,Koyambedu,Bike,Clear,None,80,44,36,0.55,Low,35.77,Low
759,2025-04-05 18:00:00,2025-04-05,5,18,4,Tambaram,Bike,Cloudy,None,100,74,26,0.74,Medium,33.34,Medium
760,2025-04-05 21:00:00,2025-04-05,5,21,4,Tambaram,Bike,Cloudy,None,30,18,12,0.6,Medium,31.09,Medium
761,2025-04-06 00:00:00,2025-04-06,6,0,4,Porur,Car,Cloudy,Weekend,60,38,22,0.633,Medium,37.69,Medium
762,2025-04-06 03:00:00,2025-04-06,6,3,4,Anna Nagar,Bike,Clear,Sale,50,37,13,0.74,Medium,36.65,Medium
763,2025-04-06 06:00:00,2025-04-06,6,6,4,Porur,Car,Cloudy,None,100,76,24,0.76,Medium,40.52,Medium
764,2025-04-06 09:00:00,2025-04-06,6,9,4,Mylapore,Bike,Clear,Weekend,40,36,4,0.9,High,39.67,High
765,2025-04-06 12:00:00,2025-04-06,6,12,4,OMR-Perungudi,Car,Clear,Weekend,50,37,13,0.74,Medium,38.36,Medium
766,2025-04-06 15:00:00,2025-04-06,6,15,4,Velachery,SUV,Clear,None,50,24,26,0.48,Low,29.95,Low
767,2025-04-06 18:00:00,2025-04-06,6,18,4,Koyambedu,Car,Rain,None,30,26,4,0.867,High,42.52,High
768,2025-04-06 21:00:00,2025-04-06,6,21,4,T Nagar,Bike,Clear,None,40,27,13,0.675,Medium,32.09,Medium
769,2025-04-07 00:00:00,2025-04-07,0,0,4,Adyar,Bike,Clear,None,50,15,35,0.3,Low,29.21,Low
770,2025-04-07 03:00:00,2025-04-07,0,3,4,Velachery,SUV,Clear,None,100,49,51,0.49,Low,30.36,Low
771,2025-04-07 06:00:00,2025-04-07,0,6,4,Mylapore,SUV,Clear,Sale,40,24,16,0.6,Medium,34.01,Medium
772,2025-04-07 09:00:00,2025-04-07,0,9,4,Tambaram,SUV,Rain,None,50,32,18,0.64,Medium,31.43,Medium
773,2025-04-07 12:00:00,2025-04-07,0,12,4,Velachery,SUV,Clear,None,50,20,30,0.4,Low,28.57,Low
774,2025-04-07 15:00:00,2025-04-07,0,15,4,Adyar,Bike,Cloudy,None,40,18,22,0.45,Low,32.48,Low
775,2025-04-07 18:00:00,2025-04-07,0,18,4,Guindy,SUV,Cloudy,None,80,54,26,0.675,Medium,33.85,Medium
776,2025-04-07 21:00:00,2025-04-07,0,21,4,T Nagar,SUV,Cloudy,Weekend,60,22,38,0.367,Low,26.74,Low
777,2025-04-08 00:00:00,2025-04-08,1,0,4,T Nagar,Bike,Cloudy,None,40,13,27,0.325,Low,25.79,Low
778,2025-04-08 03:00:00,2025-04-08,1,3,4,Porur,Bike,Rain,Weekend,60,32,28,0.533,Low,35.45,Low
779,2025-04-08 06:00:00,2025-04-08,1,6,4,Porur,SUV,Cloudy,None,40,15,25,0.375,Low,32.08,Low
780,2025-04-08 09:00:00,2025-04-08,1,9,4,Guindy,SUV,Clear,None,80,52,28,0.65,Medium,33.28,Medium
781,2025-04-08 12:00:00,2025-04-08,1,12,4,Tambaram,Bike,Cloudy,None,80,32,48,0.4,Low,27.1,Low
782,2025-04-08 15:00:00,2025-04-08,1,15,4,Velachery,SUV,Rain,None,60,19,41,0.317,Low,27.11,Low
783,2025-04-08 18:00:00,2025-04-08,1,18,4,Tambaram,SUV,Cloudy,None,50,33,17,0.66,Medium,31.89,Medium
784,2025-04-08 21:00:00,2025-04-08,1,21,4,Porur,Car,Cloudy,None,40,17,23,0.425,Low,33.26,Low
785,2025-04-09 00:00:00,2025-04-09,2,0,4,Koyambedu,SUV,Cloudy,None,60,25,35,0.417,Low,33.18,Low
786,2025-04-09 03:00:00,2025-04-09,2,3,4,T Nagar,Bike,Clear,None,100,44,56,0.44,Low,27.86,Low
787,2025-04-09 06:00:00,2025-04-09,2,6,4,Guindy,SUV,Clear,Festival,60,43,17,0.717,Medium,34.55,Medium
788,2025-04-09 09:00:00,2025-04-09,2,9,4,Adyar,SUV,Clear,Festival,50,47,3,0.94,High,42.39,High
789,2025-04-09 12:00:00,2025-04-09,2,12,4,Mylapore,Car,Clear,None,100,34,66,0.34,Low,28.82,Low
790,2025-04-09 15:00:00,2025-04-09,2,15,4,OMR-Perungudi,SUV,Clear,None,40,9,31,0.225,Low,27.49,Low
791,2025-04-09 18:00:00,2025-04-09,2,18,4,Porur,Car,Cloudy,Weekend,100,78,22,0.78,Medium,40.94,Medium
792,2025-04-09 21:00:00,2025-04-09,2,21,4,Tambaram,SUV,Clear,None,100,37,63,0.37,Low,26.6,Low
793,2025-04-10 00:00:00,2025-04-10,3,0,4,Porur,Bike,Clear,Festival,60,40,20,0.667,Medium,38.51,Medium
794,2025-04-10 03:00:00,2025-04-10,3,3,4,Koyambedu,Car,Clear,None,50,12,38,0.24,Low,29.35,Low
795,2025-04-10 06:00:00,2025-04-10,3,6,4,Koyambedu,Car,Clear,Weekend,80,31,49,0.388,Low,32.28,Low
796,2025-04-10 09:00:00,2025-04-10,3,9,4,OMR-Perungudi,Bike,Clear,Weekend,30,24,6,0.8,High,39.65,High
797,2025-04-10 12:00:00,2025-04-10,3,12,4,Guindy,Car,Clear,Weekend,30,14,16,0.467,Low,29.82,Low
798,2025-04-10 15:00:00,2025-04-10,3,15,4,Tambaram,Bike,Rain,Sale,60,41,19,0.683,Medium,32.32,Medium
799,2025-04-10 18:00:00,2025-04-10,3,18,4,Anna Nagar,Car,Clear,Weekend,50,36,14,0.72,Medium,36.3,Medium
800,2025-04-10 21:00:00,2025-04-10,3,21,4,Mylapore,SUV,Clear,None,50,18,32,0.36,Low,28.98,Low
801,2025-04-11 00:00:00,2025-04-11,4,0,4,T Nagar,Car,Clear,None,30,13,17,0.433,Low,27.65,Low
802,2025-04-11 03:00:00,2025-04-11,4,3,4,Koyambedu,Car,Cloudy,None,40,14,26,0.35,Low,31.32,Low
803,2025-04-11 06:00:00,2025-04-11,4,6,4,Anna Nagar,Bike,Clear,None,80,29,51,0.362,Low,29.08,Low
804,2025-04-11 09:00:00,2025-04-11,4,9,4,Mylapore,SUV,Clear,None,60,34,26,0.567,Medium,33.15,Medium
805,2025-04-11 12:00:00,2025-04-11,4,12,4,Tambaram,SUV,Cloudy,Weekend,30,14,16,0.467,Low,28.37,Low
806,2025-04-11 15:00:00,2025-04-11,4,15,4,Adyar,Car,Cloudy,None,30,11,19,0.367,Low,30.35,Low
807,2025-04-11 18:00:00,2025-04-11,4,18,4,Adyar,Car,Clear,Weekend,100,74,26,0.74,Medium,38.27,Medium
808,2025-04-11 21:00:00,2025-04-11,4,21,4,Guindy,Car,Clear,None,80,25,55,0.312,Low,26.89,Low
809,2025-04-12 00:00:00,2025-04-12,5,0,4,Porur,SUV,Clear,None,50,32,18,0.64,Medium,37.62,Medium
810,2025-04-12 03:00:00,2025-04-12,5,3,4,Tambaram,Bike,Rain,Weekend,60,40,20,0.667,Medium,31.85,Medium
811,2025-04-12 06:00:00,2025-04-12,5,6,4,Mylapore,Bike,Clear,Festival,50,41,9,0.82,High,38.14,High
812,2025-04-12 09:00:00,2025-04-12,5,9,4,T Nagar,Car,Rain,None,40,33,7,0.825,High,34.85,High
813,2025-04-12 12:00:00,2025-04-12,5,12,4,T Nagar,SUV,Clear,None,80,52,28,0.65,Medium,31.62,Medium
814,2025-04-12 15:00:00,2025-04-12,5,15,4,T Nagar,SUV,Clear,Weekend,60,40,20,0.667,Medium,31.98,Medium
815,2025-04-12 18:00:00,2025-04-12,5,18,4,Koyambedu,Car,Clear,None,30,26,4,0.867,High,42.63,High
816,2025-04-12 21:00:00,2025-04-12,5,21,4,T Nagar,Bike,Clear,None,30,12,18,0.4,Low,27.4,Low
817,2025-04-13 00:00:00,2025-04-13,6,0,4,Velachery,Car,Cloudy,None,80,47,33,0.588,Medium,31.99,Medium
818,2025-04-13 03:00:00,2025-04-13,6,3,4,T Nagar,SUV,Clear,None,50,30,20,0.6,Medium,30.82,Medium
819,2025-04-13 06:00:00,2025-04-13,6,6,4,Porur,Car,Clear,None,80,43,37,0.537,Low,35.59,Low
820,2025-04-13 09:00:00,2025-04-13,6,9,4,OMR-Perungudi,Car,Clear,None,100,87,13,0.87,High,40.91,High
821,2025-04-13 12:00:00,2025-04-13,6,12,4,Mylapore,SUV,Cloudy,None,40,21,19,0.525,Low,32.27,Low
822,2025-04-13 15:00:00,2025-04-13,6,15,4,Adyar,Car,Clear,None,50,32,18,0.64,Medium,36.3,Medium
823,2025-04-13 18:00:00,2025-04-13,6,18,4,OMR-Perungudi,Bike,Cloudy,Weekend,60,59,1,0.983,High,43.29,High
824,2025-04-13 21:00:00,2025-04-13,6,21,4,Tambaram,Car,Cloudy,None,40,21,19,0.525,Low,29.56,Low
825,2025-04-14 00:00:00,2025-04-14,0,0,4,Koyambedu,SUV,Rain,None,100,39,61,0.39,Low,32.52,Low
826,2025-04-14 03:00:00,2025-04-14,0,3,4,Velachery,SUV,Rain,Festival,100,85,15,0.85,High,36.99,High
827,2025-04-14 06:00:00,2025-04-14,0,6,4,Adyar,Bike,Clear,Sale,60,41,19,0.683,Medium,37.0,Medium
828,2025-04-14 09:00:00,2025-04-14,0,9,4,T Nagar,Bike,Rain,Weekend,30,23,7,0.767,Medium,33.65,Medium
829,2025-04-14 12:00:00,2025-04-14,0,12,4,Tambaram,Car,Cloudy,None,100,35,65,0.35,Low,26.23,Low
830,2025-04-14 15:00:00,2025-04-14,0,15,4,T Nagar,Car,Cloudy,Weekend,30,14,16,0.467,Low,28.59,Low
831,2025-04-14 18:00:00,2025-04-14,0,18,4,Tambaram,Bike,Rain,Weekend,50,35,15,0.7,Medium,32.46,Medium
832,2025-04-14 21:00:00,2025-04-14,0,21,4,Velachery,Bike,Clear,Weekend,50,20,30,0.4,Low,28.49,Low
833,2025-04-15 00:00:00,2025-04-15,1,0,4,Guindy,Bike,Clear,None,60,16,44,0.267,Low,26.1,Low
834,2025-04-15 03:00:00,2025-04-15,1,3,4,Guindy,Car,Clear,Weekend,100,41,59,0.41,Low,28.72,Low
835,2025-04-15 06:00:00,2025-04-15,1,6,4,T Nagar,Bike,Rain,None,40,17,23,0.425,Low,27.69,Low
836,2025-04-15 09:00:00,2025-04-15,1,9,4,Koyambedu,Bike,Cloudy,None,100,65,35,0.65,Medium,38.01,Medium
837,2025-04-15 12:00:00,2025-04-15,1,12,4,Koyambedu,SUV,Rain,Weekend,30,20,10,0.667,Medium,38.56,Medium
838,2025-04-15 15:00:00,2025-04-15,1,15,4,Anna Nagar,Bike,Clear,Weekend,60,23,37,0.383,Low,29.72,Low
839,2025-04-15 18:00:00,2025-04-15,1,18,4,Mylapore,Car,Cloudy,None,30,21,9,0.7,Medium,36.03,Medium
840,2025-04-15 21:00:00,2025-04-15,1,21,4,OMR-Perungudi,SUV,Clear,None,100,33,67,0.33,Low,29.89,Low
841,2025-04-16 00:00:00,2025-04-16,2,0,4,Tambaram,Car,Cloudy,None,80,30,50,0.375,Low,26.77,Low
842,2025-04-16 03:00:00,2025-04-16,2,3,4,Guindy,SUV,Clear,Festival,100,70,30,0.7,Medium,34.31,Medium
843,2025-04-16 06:00:00,2025-04-16,2,6,4,Guindy,SUV,Clear,Weekend,40,15,25,0.375,Low,28.19,Low
844,2025-04-16 09:00:00,2025-04-16,2,9,4,T Nagar,Bike,Clear,None,30,19,11,0.633,Medium,31.35,Medium
845,2025-04-16 12:00:00,2025-04-16,2,12,4,Mylapore,Car,Clear,None,40,15,25,0.375,Low,29.19,Low
